Image URL,Image Title,Country,Link Text,Link URL,Title,Sub Title,Content Text
https://sseinitiative.org/wp-content/uploads/2019/08/netherlands-wpcf_32x32.png,netherlands,Netherlands,Sustainable Finance Platform (2016),https://sseinitiative.org/securities-regulator/sustainable-finance-platform-2016/,Netherlands,Sustainable Finance Platform (2016),"About the SSE Regulator Database ➞
Netherlands
Sustainable Finance Platform (2016)
The Dutch Sustainable Finance Platform is a cooperative venture involving De Nederlandsche Bank (the Dutch central bank, which also chairs the platform), the Dutch Banking Association, the Dutch Association of Insurers, the Federation of the Dutch Pension Funds, the Dutch Fund and Asset Management Association, the Dutch Authority for the Financial Markets (AFM), the Ministry of Finance, the Ministry of Infrastructure and the Environment, and the Sustainable Finance Lab. The aim of this platform, set up by De Nederlandsche Bank in 2016, is to forge cross-sectoral links, to find ways to prevent or overcome obstacles to sustainable funding, and to encourage sustainability by working together on specific topics. The platform has produced or supported reports on SDG impact indicators, carbon accounting for the financial sector and climate risk.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/netherlands-wpcf_32x32.png,netherlands,Netherlands,Training programme on sustainable finance (2018),https://sseinitiative.org/securities-regulator/training-programme-on-sustainable-finance-2018/,Netherlands,Training programme on sustainable finance (2018),"About the SSE Regulator Database ➞
Netherlands
Training programme on sustainable finance (2018)
The Rotterdam School of Management has developed an executive training programme on sustainable finance.This was undertaken at the request of the Dutch Sustainable Finance Platform, a cooperative venture involving, among others, the Dutch Central Bank, the Dutch Association of Insurers, the Federation of the Dutch Pension Funds, the Dutch Authority for the Financial Markets, the Ministry of Finance, and the Ministry of Infrastructure and the Environment.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/new-zealand-wpcf_32x32.png,new-zealand,New Zealand,Corporate Governance Handbook (2018),https://sseinitiative.org/securities-regulator/corporate-governance-handbook-2018/,New Zealand,Corporate Governance Handbook (2018),"About the SSE Regulator Database ➞
New Zealand
Corporate Governance Handbook (2018)
The New Zealand Financial Market Authority Corporate Governance Handbook provides guidance on corporate governance to non-listed companies and other entities involved in New Zealand’s financial markets. These include companies wanting to raise capital and/or list on the New Zealand Stock Exchange (NZX) in the future, companies providing financial services, state-owned enterprises, large nongovernment organisations, not-for-profit organisations, and other companies.

The handbook encourages these companies and entities to disclose policies and performance relating to ESG issues, to identify financially material social and environmental issues, and to describe their performance against their strategic goals. It notes that entities can adopt a formal framework such as the GRI guidelines or the International Integrated Reporting Framework to guide their reporting.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/peru-wpcf_32x32.png,peru,Peru,Mandatory Requirements (2014),https://sseinitiative.org/securities-regulator/mandatory-requirements-2014/,Peru,Mandatory Requirements (2014),"About the SSE Regulator Database ➞
Peru
Mandatory Requirements (2014)
The Peruvian Superintendency of Securities Markets (SMV) has introduced mandatory requirements for all publicly listed companies to publish, as an annex to their annual reports, details of actions they have taken to manage sustainability related risks associated with their operations. In June 2014, SMV issued Resolution SMV N°012-2014, which requires these companies to disclose corporate governance matters based on the principles of the Peruvian Corporate Governance Code. In 2015, it extended these requirements by issuing Resolution SMV 033-2015 to require reporting, on a comply-or-explain basis, on material environmental and social factors.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/south-africa-wpcf_32x32.png,south-africa,South Africa,Listing requirements for board diversity (2017),https://sseinitiative.org/securities-regulator/listing-requirements-for-board-diversity-2017/,South Africa,Listing requirements for board diversity (2017),"About the SSE Regulator Database ➞
South Africa
Listing requirements for board diversity (2017)
The Johannesburg Stock Exchange requires listed companies to have policies in place to promote racial and gender diversity at board level, and to report on progress against these policies.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/south-africa-wpcf_32x32.png,south-africa,South Africa,South African Companies Act (2008),https://sseinitiative.org/securities-regulator/south-african-companies-act/,South Africa,South African Companies Act (2008),"About the SSE Regulator Database ➞
South Africa
South African Companies Act (2008)
The South African Companies Act (Section 72), which requires all state-owned and listed companies to have a sub-committee responsible for social and ethics issues. This includes the requirement to monitor the company’s activities with regard to matters relating to social and economic development, the United Nations Global Compact, corruption, equality, non-discrimination, black economic empowerment, community development, and labour and employment matters.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/south-africa-wpcf_32x32.png,south-africa,South Africa,The King Code on Corporate Governance (2016),https://sseinitiative.org/securities-regulator/the-king-code-on-corporate-governance/,South Africa,The King Code on Corporate Governance (2016),"About the SSE Regulator Database ➞
South Africa
The King Code on Corporate Governance (2016)
The King Code on Corporate Governance, which in its second iteration in 2002 identified sustainability as key to good governance. King IV (2016) noted that an organisation’s core purpose, its risks and opportunities, strategy, business model, performance and sustainability are inseparable elements of the value creation process. The incorporation of the code into the listing requirements of the Johannesburg Stock Exchange since 2004 has given the principles regulatory weight.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/sweden-wpcf_32x32.png,sweden,Sweden,Requirements for state-owned companies (2012),https://sseinitiative.org/securities-regulator/requirements-for-state-owned-companies-2012/,Sweden,Requirements for state-owned companies (2012),"About the SSE Regulator Database ➞
Sweden
Requirements for state-owned companies (2012)
The Swedish Ministry of Enterprise requires state-owned companies to publish sustainability reports using the GRI guidelines. In 2012, it extended these requirements by asking state-owned companies to set sustainability goals, and to report on them by 2014.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/turkey-wpcf_32x32.png,turkey,Türkiye,Corporate Governance Communique (2014),https://sseinitiative.org/securities-regulator/corporate-governance-communique-2014/,Türkiye,Corporate Governance Communique (2014),"About the SSE Regulator Database ➞
Türkiye
Corporate Governance Communique (2014)
In 2014, the Capital Markets Board of Turkey issued a Corporate Governance Communique, which established disclosure requirements for listed companies. Listed companies are required to provide information on whether they have implemented principles of corporate governance set forth by the regulator and, if not, the reasons why and an explanation of whether the company intends to meet these principles in the future. Annex 1 (Clause 4.3.9, a voluntary provision) to the communique states that companies shall set a target of not less than 25% for the proportion of women on the board of directors and a date for achieving this target. Companies’ board are required to annually evaluate the progress towards achieving this target.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/turkey-wpcf_32x32.png,turkey,Türkiye,Corporate Governance Principles & Guidance (2014),https://sseinitiative.org/securities-regulator/corporate-governance-principles-guidance-2014/,Türkiye,Corporate Governance Principles & Guidance (2014),"About the SSE Regulator Database ➞
Türkiye
Corporate Governance Principles & Guidance (2014)
As part of the 2014 revisions to the Corporate Governance Principles issued by the Turkish Capital Markets Board (CMB), listed companies are asked to provide information in their annual reports on: social rights, in-house training, health and safety, corporate social responsibility initiatives, and social and environmental performance. To support the implementation of the principles, an online corporate governance reporting framework is being developed by the CMB and the European Bank for Reconstruction and Development (EBRD). The framework will also encourage companies to provide additional information on their ESG-related practices and performance.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/turkey-wpcf_32x32.png,turkey,Türkiye,Turkish Sustainability Platform (2013),https://sseinitiative.org/securities-regulator/turkish-sustainability-platform-2013/,Türkiye,Turkish Sustainability Platform (2013),"About the SSE Regulator Database ➞
Türkiye
Turkish Sustainability Platform (2013)
The members of the Turkish Sustainability Platform, which was launched in 2013, include the Capital Markets Board of Turkey, Borsa Istanbul, industry associations and non-governmental organisations. The aim of the platform is to create a multi-stakeholder network to enable the realisation of sustainability activities and to facilitate discussions on future joint steps in the field of sustainability. The platform works to increase awareness and knowledge regarding sustainability. It supports efforts to ensure that sustainability issues are included in relevant legislation and regulations, it promotes sustainability practices, and it enables collaboration with related international agencies.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/united-kingdom-wpcf_32x32.png,united-kingdom,United Kingdom of Great Britain and Northern Ireland,Analysis of corporate practice,https://sseinitiative.org/securities-regulator/analysis-of-corporate-practice/,United Kingdom of Great Britain and Northern Ireland,Analysis of corporate practice,"About the SSE Regulator Database ➞
United Kingdom of Great Britain and Northern Ireland
Analysis of corporate practice
A number of regulators publish reviews and reports analysing various aspects of corporate practice and of regulatory implementation. For example, the UK Financial Reporting Council annual report contains information on the implementation of the UK Corporate Governance and Stewardship Codes and related developments.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/united-kingdom-wpcf_32x32.png,united-kingdom,United Kingdom of Great Britain and Northern Ireland,Analysis of regulatory roadblocks (2018),https://sseinitiative.org/securities-regulator/analysis-of-regulatory-roadblocks-2018/,United Kingdom of Great Britain and Northern Ireland,Analysis of regulatory roadblocks (2018),"About the SSE Regulator Database ➞
United Kingdom of Great Britain and Northern Ireland
Analysis of regulatory roadblocks (2018)
The UK Financial Conduct Authority (FCA) has analysed whether there are any barriers in its rules that could hold back the development of the social investment market in the UK. The FCA has also been working alongside the Department for Environment, Food and Rural Affairs (DEFRA) and financial regulators to develop a more joined-up approach to climate change-related issues. This has included a workshop the FCA held on climate change and green finance in early May 2018. Attendees included members of the Green Finance Taskforce, the Bank of England, the Pensions Regulator, DEFRA and HM Treasury

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/united-kingdom-wpcf_32x32.png,united-kingdom,United Kingdom of Great Britain and Northern Ireland,UK Corporate Governance Code (2018),https://sseinitiative.org/securities-regulator/uk-corporate-governance-code-2018/,United Kingdom of Great Britain and Northern Ireland,UK Corporate Governance Code (2018),"About the SSE Regulator Database ➞
United Kingdom of Great Britain and Northern Ireland
UK Corporate Governance Code (2018)
The UK Corporate Governance Code issued by the Financial Reporting Council states that: “Remuneration policies and practices should be designed to support strategy and promote longterm sustainable success. Executive remuneration should be aligned to company purpose and values, and be clearly linked to the successful delivery of the company’s long-term strategy.”

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/united-states-wpcf_32x32.png,united-states,United States of America,Field Assistance Bulletin relating to ESG issues and shareholder rights for benefit plans (2018),https://sseinitiative.org/securities-regulator/field-assistance-bulletin-relating-to-esg-issues-and-shareholder-rights-for-benefit-plans/,United States of America,Field Assistance Bulletin relating to ESG issues and shareholder rights for benefit plans (2018),"About the SSE Regulator Database ➞
United States of America
Field Assistance Bulletin relating to ESG issues and shareholder rights for benefit plans (2018)
In 2018, the US Department of Labor (DoL) issued a Field Assistance Bulletin relating to ESG issues and shareholder rights for benefit plans under the Employee Retirement Income Security Act 1974 (ERISA). ERISA establishes minimum standards that govern the operation of private sector employee benefit plans, including fiduciary responsibility rules.

The 2018 Bulletin confirms the principles set out in Interpretive Bulletins issued by the DoL in 2015 and 2016, noting that (a) ESG factors are an appropriate component of a prudent investment decision so long as they are financially material, and (b) shareholder engagement in connection with economically relevant issues is consistent with fiduciary practice. It also confirms that, when ESG issues present financially material business risks or opportunities to companies, these issues should be considered by a prudent fiduciary along with other relevant economic factors to evaluate the risk and return profiles of alternative investments.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
